0.000000e+00 0.000000e+00 0.000000e+00 -2.526086e-02
1.000000e-03 2.378569e-03 2.675752e-03 1.336348e+00
2.000000e-03 9.055917e-03 1.018583e-02 1.690820e+00
3.000000e-03 1.940227e-02 2.181763e-02 2.091472e-01
4.000000e-03 3.285854e-02 3.693631e-02 9.318812e-01
5.000000e-03 4.892909e-02 5.497724e-02 1.763566e+00
6.000000e-03 6.717519e-02 7.543918e-02 5.238921e-01
7.000000e-03 8.720912e-02 9.787807e-02 6.443976e-01
8.000000e-03 1.086889e-01 1.219014e-01 1.681235e+00
9.000000e-03 1.313134e-01 1.471630e-01 8.420003e-01
1.000000e-02 1.548181e-01 1.733585e-01 4.948653e-01
1.100000e-02 1.789715e-01 2.002211e-01 1.498707e+00
1.200000e-02 2.035709e-01 2.275176e-01 1.105848e+00
1.300000e-02 2.284402e-01 2.550451e-01 4.742070e-01
1.400000e-02 2.534264e-01 2.826276e-01 1.274516e+00
1.500000e-02 2.783971e-01 3.101135e-01 1.282428e+00
1.600000e-02 3.032386e-01 3.373727e-01 5.527065e-01
1.700000e-02 3.278537e-01 3.642945e-01 1.059457e+00
1.800000e-02 3.521596e-01 3.907854e-01 1.362855e+00
1.900000e-02 3.760866e-01 4.167670e-01 6.906592e-01
2.000000e-02 3.995764e-01 4.421746e-01 8.895293e-01
2.100000e-02 4.225809e-01 4.669556e-01 1.357703e+00
2.200000e-02 4.450610e-01 4.910677e-01 8.480446e-01
2.300000e-02 4.669853e-01 5.144784e-01 7.833525e-01
2.400000e-02 4.883295e-01 5.371631e-01 1.290070e+00
2.500000e-02 5.090754e-01 5.591045e-01 9.917480e-01
2.600000e-02 5.292100e-01 5.802915e-01 7.433455e-01
2.700000e-02 5.487250e-01 6.007186e-01 1.188217e+00
2.800000e-02 5.676161e-01 6.203851e-01 1.099678e+00
2.900000e-02 5.858826e-01 6.392941e-01 7.594958e-01
3.000000e-02 6.035267e-01 6.574525e-01 1.079183e+00
3.100000e-02 6.205533e-01 6.748700e-01 1.161852e+00
3.200000e-02 6.369692e-01 6.915590e-01 8.143670e-01
3.300000e-02 6.527834e-01 7.075336e-01 9.842829e-01
3.400000e-02 6.680062e-01 7.228101e-01 1.179036e+00
3.500000e-02 6.826495e-01 7.374059e-01 8.881343e-01
3.600000e-02 6.967259e-01 7.513396e-01 9.167830e-01
3.700000e-02 7.102492e-01 7.646307e-01 1.159826e+00
3.800000e-02 7.232335e-01 7.772994e-01 9.627397e-01
3.900000e-02 7.356938e-01 7.893661e-01 8.816240e-01
4.000000e-02 7.476451e-01 8.008517e-01 1.117081e+00
4.100000e-02 7.591029e-01 8.117773e-01 1.024656e+00
4.200000e-02 7.700827e-01 8.221637e-01 8.766963e-01
4.300000e-02 7.806002e-01 8.320318e-01 1.064527e+00
4.400000e-02 7.906710e-01 8.414024e-01 1.066126e+00
4.500000e-02 8.003105e-01 8.502957e-01 8.950436e-01
4.600000e-02 8.095341e-01 8.587319e-01 1.014082e+00
4.700000e-02 8.183570e-01 8.667306e-01 1.085051e+00
4.800000e-02 8.267938e-01 8.743109e-01 9.273603e-01
4.900000e-02 8.348594e-01 8.814915e-01 9.741996e-01
5.000000e-02 8.425679e-01 8.882907e-01 1.083897e+00
5.100000e-02 8.499334e-01 8.947260e-01 9.642603e-01
5.200000e-02 8.569694e-01 9.008146e-01 9.492566e-01
5.300000e-02 8.636892e-01 9.065730e-01 1.068075e+00
5.400000e-02 8.701056e-01 9.120170e-01 9.979725e-01
5.500000e-02 8.762310e-01 9.171621e-01 9.398311e-01
5.600000e-02 8.820777e-01 9.220230e-01 1.044209e+00
5.700000e-02 8.876573e-01 9.266139e-01 1.023309e+00
