-5	0.000000
-4	0.000000
-3	0.000000
-2	0.000000
-1	0.000000
0	0.000000
1	46.000000
2	130.000000
3	290.000000
4	560.000000
5	980.000000
6	1596.000000
7	2460.000000
8	3630.000000
9	5170.000000
10	7150.000000

